"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction","Threshold"
"Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168","1/307",0.299516410051951,0.368370757190331,0,0,2.92201426024955,3.52273969269221,"RNF41","Reactome_2022","Positive","p < 0.01"
"MAPK Family Signaling Cascades R-HSA-5683057","1/318",0.308465542878452,0.375066057818118,0,0,2.81904215658159,3.31560271592642,"FGG","Reactome_2022","Positive","p < 0.01"
"SARS-CoV Infections R-HSA-9679506","1/369",0.348547357679045,0.419040081704021,0,0,2.42206027667984,2.55280591931717,"GEMIN7","Reactome_2022","Positive","p < 0.01"
"M Phase R-HSA-68886","1/380",0.356896225568692,0.424309957065001,0,0,2.35044375149916,2.42168622843794,"NDC80","Reactome_2022","Positive","p < 0.01"
"Metabolism Of Proteins R-HSA-392499","3/1890",0.372352300777192,0.437820837177578,0,0,1.43799682034976,1.42061838111437,"CEACAM7;FGG;MYSM1","Reactome_2022","Positive","p < 0.01"
"Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202","1/424",0.389279601740852,0.452749102024686,0,0,2.10122501611863,1.98241633887876,"FGG","Reactome_2022","Positive","p < 0.01"
"Signaling By Interleukins R-HSA-449147","1/453",0.409763964073289,0.471448861890773,0,0,1.96349557522124,1.75177966685507,"IL20RB","Reactome_2022","Positive","p < 0.01"
"Signaling By Receptor Tyrosine Kinases R-HSA-9006934","1/496",0.438931879963999,0.499635225065403,0,0,1.78898071625344,1.47306648798212,"RNF41","Reactome_2022","Positive","p < 0.01"
"Cell Cycle, Mitotic R-HSA-69278","1/523",0.456536411048121,0.514204168233147,0,0,1.69409613375131,1.32831845163542,"NDC80","Reactome_2022","Positive","p < 0.01"
"Hemostasis R-HSA-109582","1/576",0.489569022287314,0.545665472757735,0,0,1.53375494071146,1.09545351715751,"FGG","Reactome_2022","Positive","p < 0.01"
"Sensory Perception R-HSA-9709957","1/616",0.513218327842588,0.566127433805741,0,0,1.4310421286031,0.954582281622779,"CLPS","Reactome_2022","Positive","p < 0.01"
"Signaling By Rho GTPases R-HSA-194315","1/644",0.529145278438845,0.575682798970223,0,0,1.36674678354305,0.869923744182714,"NDC80","Reactome_2022","Positive","p < 0.01"
"Cell Cycle R-HSA-1640170","1/654",0.534711717235115,0.575682798970223,0,0,1.3451204232215,0.842082407500496,"NDC80","Reactome_2022","Positive","p < 0.01"
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542","1/660",0.538021307448806,0.575682798970223,0,0,1.33245964960684,0.825934593834387,"NDC80","Reactome_2022","Positive","p < 0.01"
"Signal Transduction R-HSA-162582","3/2465",0.551891259812586,0.584676879207393,0,0,1.06712022745735,0.634300793343571,"FGG;NDC80;RNF41","Reactome_2022","Positive","p < 0.01"
"Disease R-HSA-1643685","2/1736",0.605432848303191,0.635110929102367,0,0,1.00197726149283,0.502803837826889,"FGG;GEMIN7","Reactome_2022","Positive","p < 0.01"
"Infectious Disease R-HSA-5663205","1/961",0.678005218982916,0.704335518749243,0,0,0.900426136363636,0.349905860826765,"GEMIN7","Reactome_2022","Positive","p < 0.01"
"Metabolism R-HSA-1430728","2/2049",0.698383994970901,0.718529687133523,0,0,0.834205690092353,0.299468323553544,"CLPS;IP6K2","Reactome_2022","Positive","p < 0.01"
"Generic Transcription Pathway R-HSA-212436","1/1190",0.756271496626925,0.770676667991248,0,0,0.71825063078217,0.200646793453222,"RBFOX1","Reactome_2022","Positive","p < 0.01"
"RNA Polymerase II Transcription R-HSA-73857","1/1312",0.790168223265122,0.797622640465736,0,0,0.647181194091949,0.152417264644703,"RBFOX1","Reactome_2022","Positive","p < 0.01"
"Gene Expression (Transcription) R-HSA-74160","1/1449",0.822853785891237,0.822853785891237,0,0,0.581648669010547,0.113407969453203,"RBFOX1","Reactome_2022","Positive","p < 0.01"
"COVID 19 Thrombosis And Anticoagulation WP4927","1/7",0.00802338980417862,0.152734018099548,0,0,151.295454545455,730.06022058339,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"Transcription Co Factors SKI And SKIL Protein Partners WP4533","1/18",0.0205073714570784,0.152734018099548,0,0,53.3689839572192,207.443686227371,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Blood Clotting Cascade WP272","1/22",0.0250096358786987,0.152734018099548,0,0,43.1948051948052,159.323783819131,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"Hippo YAP Signaling WP4537","1/22",0.0250096358786987,0.152734018099548,0,0,43.1948051948052,159.323783819131,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Complement Activation WP545","1/23",0.0261321054395983,0.152734018099548,0,0,41.2293388429752,150.264061909767,"C1QC","WikiPathway_2023_Human","Positive","p < 0.01"
"Leukocyte Intrinsic Hippo Pathway Functions WP4542","1/34",0.0383979766224181,0.152734018099548,0,0,27.4710743801653,89.5488488006926,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Immune Infiltration In Pancreatic Cancer WP5285","1/39",0.043924395374042,0.152734018099548,0,0,23.8504784688995,74.5395523795542,"REG4","WikiPathway_2023_Human","Positive","p < 0.01"
"Microglia Pathogen Phagocytosis Pathway WP3937","1/40",0.0450260276423818,0.152734018099548,0,0,23.2377622377622,72.0490202613887,"C1QC","WikiPathway_2023_Human","Positive","p < 0.01"
"Oxidative Damage Response WP3941","1/40",0.0450260276423818,0.152734018099548,0,0,23.2377622377622,72.0490202613887,"C1QC","WikiPathway_2023_Human","Positive","p < 0.01"
"Fibrin Complement Receptor 3 Signaling Pathway WP4136","1/42",0.047225650914242,0.152734018099548,0,0,22.1019955654102,67.473371719961,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"Mechanoregulation And Pathology Of YAP TAZ Via Hippo And Non Hippo Mechanisms WP4534","1/47",0.0527035278621339,0.152734018099548,0,0,19.6946640316206,57.9628316575578,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Pancreatic Cancer Subtypes WP5390","1/48",0.0537954823572278,0.152734018099548,0,0,19.2746615087041,56.331466269691,"REG4","WikiPathway_2023_Human","Positive","p < 0.01"
"DNA IR Double Strand Breaks And Cellular Response Via ATM WP3959","1/55",0.0614055224333898,0.152734018099548,0,0,16.770202020202,46.7931485229585,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Oncostatin M Signaling Pathway WP2374","1/56",0.0624878802572221,0.152734018099548,0,0,16.4644628099174,45.6523769349805,"OSM","WikiPathway_2023_Human","Positive","p < 0.01"
"Complement And Coagulation Cascades WP558","1/58",0.0646490154275843,0.152734018099548,0,0,15.8851674641148,43.5060171218394,"C1QC","WikiPathway_2023_Human","Positive","p < 0.01"
"TYROBP Causal Network In Microglia WP3945","1/61",0.0678817858220215,0.152734018099548,0,0,15.0886363636364,40.5882436696284,"C1QC","WikiPathway_2023_Human","Positive","p < 0.01"
"Folate Metabolism WP176","1/68",0.0753834075225753,0.154799832676544,0,0,13.5074626865672,34.9190614813173,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"MECP2 And Associated Rett Syndrome WP3584","1/73",0.080706316310888,0.154799832676544,0,0,12.5662878787879,31.6285729817901,"RBFOX1","WikiPathway_2023_Human","Positive","p < 0.01"
"Disturbed Pathways In Duchenne Muscular Dystrophy WP5356","1/74",0.0817673749589197,0.154799832676544,0,0,12.3935242839352,31.0318598341771,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"Regulatory Circuits Of The STAT3 Signaling Pathway WP4538","1/78",0.0859999070425244,0.154799832676544,0,0,11.7473435655254,28.8210391772366,"IL20RB","WikiPathway_2023_Human","Positive","p < 0.01"
"Selenium Micronutrient Network WP15","1/86",0.0944090551290999,0.160326241146713,0,0,10.6374331550802,25.1056005208663,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"Allograft Rejection WP2328","1/90",0.0985858279282814,0.160326241146713,0,0,10.1573033707865,23.5327224231173,"C1QC","WikiPathway_2023_Human","Positive","p < 0.01"
"Complement System WP2806","1/95",0.103780885658125,0.160326241146713,0,0,9.61460348162476,21.7816291226009,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"Hippo Signaling Regulation Pathways WP4540","1/98",0.106884160764475,0.160326241146713,0,0,9.31583880037488,20.8303053683161,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Complement System In Neuronal Development And Plasticity WP5090","1/106",0.115109392544778,0.16575752526448,0,0,8.6025974025974,18.5977175767614,"C1QC","WikiPathway_2023_Human","Positive","p < 0.01"
"Hippo Merlin Signaling Dysregulation WP4541","1/120",0.129329495366559,0.179071608969081,0,0,7.585179526356,15.5146647895607,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Overview Of Proinflammatory And Profibrotic Mediators WP5095","1/129",0.138355282907338,0.180389040478988,0,0,7.04865056818182,13.9417401559299,"OSM","WikiPathway_2023_Human","Positive","p < 0.01"
"Adipogenesis WP236","1/131",0.140348824050719,0.180389040478988,0,0,6.93951048951049,13.6265918082892,"OSM","WikiPathway_2023_Human","Positive","p < 0.01"
"Measles Virus Infection WP4630","1/136",0.145313393719184,0.180389040478988,0,0,6.68080808080808,12.8863603965249,"NECTIN4","WikiPathway_2023_Human","Positive","p < 0.01"
"Smith Magenis And Potocki Lupski Syndrome Copy Number Variation WP5381","1/155",0.163929815349397,0.196715778419276,0,0,5.85094451003542,10.5803618264268,"RNF41","WikiPathway_2023_Human","Positive","p < 0.01"
"Network Map Of SARS CoV 2 Signaling Pathway WP5115","1/218",0.222922555176231,0.258877806011107,0,0,4.13908671973188,6.21248296521382,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"MAPK Signaling Pathway WP382","1/246",0.247843801992628,0.278824277241706,0,0,3.660853432282,5.10673151758439,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932","1/302",0.295412101184793,0.322267746747047,0,0,2.97130776200544,3.6231649785778,"OSM","WikiPathway_2023_Human","Positive","p < 0.01"
"PI3K Akt Signaling Pathway WP4172","1/338",0.324457251755601,0.343542972447107,0,0,2.64904235230645,2.98176601153364,"OSM","WikiPathway_2023_Human","Positive","p < 0.01"
"VEGFA VEGFR2 Signaling WP3888","1/430",0.393572756862079,0.398544954681884,0,0,2.07120152574698,1.93137332612272,"FGG","WikiPathway_2023_Human","Positive","p < 0.01"
"Pleural Mesothelioma WP5087","1/437",0.398544954681884,0.398544954681884,0,0,2.03721851542952,1.87410856889586,"STK3","WikiPathway_2023_Human","Positive","p < 0.01"
"Neural Crest Cell Differentiation (GO:0014033)","2/18",0.00017484233445804,0.0363672055672722,0,0,124.7625,1079.3984808515,"MEF2C;FAM172A","GO_Biological_Process_2023","Negative","p < 0.01"
"Muscle Organ Development (GO:0007517)","2/58",0.00183936537814642,0.0965002414255314,0,0,35.575,224.063255886506,"MEF2C;MKX","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Macrophage Apoptotic Process (GO:2000109)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Nephron Tubule Development (GO:0072080)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Negative Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042985)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"ITM2A","GO_Biological_Process_2023","Negative","p < 0.01"
"Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)","1/6",0.00658261714792867,0.0965002414255314,0,0,190.219047619048,955.531692191046,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)","1/7",0.00767569624028282,0.0965002414255314,0,0,158.507936507937,771.885507856029,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Negative Regulation Of Glycoprotein Biosynthetic Process (GO:0010561)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"ITM2A","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Skeletal Muscle Cell Differentiation (GO:2001014)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"CCL27","GO_Biological_Process_2023","Negative","p < 0.01"
"Endochondral Ossification (GO:0001958)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"B Cell Homeostasis (GO:0001782)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Muscle Cell Fate Commitment (GO:0042693)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Cardiocyte Differentiation (GO:1905209)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Skeletal Muscle Tissue Development (GO:0048643)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984)","1/10",0.0109480522580433,0.0965002414255314,0,0,105.656084656085,476.99429568907,"ITM2A","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)","1/10",0.0109480522580433,0.0965002414255314,0,0,105.656084656085,476.99429568907,"BTC","GO_Biological_Process_2023","Negative","p < 0.01"
"Melanocyte Differentiation (GO:0030318)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Cellular Response To Fluid Shear Stress (GO:0071498)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Behavior (GO:0048520)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Smooth Muscle Cell Differentiation (GO:0051145)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)","1/12",0.0131238993688259,0.0965002414255314,0,0,86.4372294372294,374.560203730456,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Endochondral Bone Morphogenesis (GO:0060350)","1/12",0.0131238993688259,0.0965002414255314,0,0,86.4372294372294,374.560203730456,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)","1/13",0.0142101091631312,0.0965002414255314,0,0,79.2301587301587,337.029380313891,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)","1/14",0.0152951779293368,0.0965002414255314,0,0,73.1318681318681,305.707127278926,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Stem Cell Development (GO:0048864)","1/15",0.0163791067947741,0.0965002414255314,0,0,67.9047619047619,279.207318677518,"FAM172A","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of NMDA Receptor Activity (GO:2000310)","1/16",0.0174618968734111,0.0965002414255314,0,0,63.3746031746032,256.523541924451,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)","1/16",0.0174618968734111,0.0965002414255314,0,0,63.3746031746032,256.523541924451,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Leukocyte Chemotaxis (GO:0002688)","1/17",0.0185435492893687,0.0965002414255314,0,0,59.4107142857143,236.908142520545,"ZNF580","GO_Biological_Process_2023","Negative","p < 0.01"
"Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)","1/17",0.0185435492893687,0.0965002414255314,0,0,59.4107142857143,236.908142520545,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Maintenance Of Gastrointestinal Epithelium (GO:0030277)","1/18",0.0196240651712844,0.0965002414255314,0,0,55.9131652661064,219.79457723602,"SERPINA3","GO_Biological_Process_2023","Negative","p < 0.01"
"Excitatory Postsynaptic Potential (GO:0060079)","1/18",0.0196240651712844,0.0965002414255314,0,0,55.9131652661064,219.79457723602,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)","1/18",0.0196240651712844,0.0965002414255314,0,0,55.9131652661064,219.79457723602,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Epithelial Structure Maintenance (GO:0010669)","1/19",0.0207034456368161,0.0965002414255314,0,0,52.8042328042328,204.746043725125,"SERPINA3","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Megakaryocyte Differentiation (GO:0045652)","1/19",0.0207034456368161,0.0965002414255314,0,0,52.8042328042328,204.746043725125,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Striated Muscle Cell Differentiation (GO:0051146)","1/20",0.0217816918149241,0.0965002414255314,0,0,50.0225563909774,191.420590566052,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043)","1/20",0.0217816918149241,0.0965002414255314,0,0,50.0225563909774,191.420590566052,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Dendritic Spine Development (GO:0060998)","1/21",0.0228588048336812,0.0965002414255314,0,0,47.5190476190476,179.546867822623,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Regulation Of Neurotransmitter Transport (GO:0051588)","1/21",0.0228588048336812,0.0965002414255314,0,0,47.5190476190476,179.546867822623,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
"Positive Regulation Of Phosphatase Activity (GO:0010922)","1/22",0.0239347858131651,0.0965002414255314,0,0,45.2539682539683,168.906925020169,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.01"
